### MJD_prego_n120_M10000_v0.5_mu1-0.4_mu2-0.133333333333333_lambda3_S010_std10.1_std20.1_tmax1
i t x x2 x3 x4
1 0.1 9.25758666666666 86.3797190694437 811.247195476517 7660.67095528937
2 0.5 6.83317666666667 48.5588962361116 356.496799651159 2690.09584181191
3 1 4.67859416666667 23.6174466319445 127.02517492911 720.88172261885
