### MJDNOW_n120_M10000_v0.5_mu10_mu20_lambda3_S010_std10.1_std20.1_tmax1
i t x x2 x3 x4
1 0.1 9.99250416666666 100.252540131943 1009.84435782183 10213.6671113587
2 0.5 9.98024500000002 101.57448073611 1053.93598293265 11149.6692202713
3 1 9.97592833333329 103.574878055555 1119.13809123149 12595.0626210558
