### MJD_prego1_n120_M10000_v0.5_mu10_mu2-0.005_lambda3_S010_std10.1_std20.1_tmax1
i t x x2 x3 x4
1 0.1 9.98969416666668 100.189696256943 1008.89196019371 10202.1403996213
2 0.5 10.0106908333333 102.25894404861 1066.42658071882 11365.1664229754
3 1 10.0124558333334 104.436942895833 1135.92137632333 12904.482284502
