### MJDNOW_n120_M10000_v0.5_mu1-0.4_mu2-0.133333333333333_lambda3_S010_std10.1_std20.1_tmax1
i t x x2 x3 x4
1 0.1 9.21713833333338 85.7974778749993 804.855787958581 7597.37245613466
2 0.5 6.68609583333333 46.8937831041673 341.570768524019 2565.00724706121
3 1 4.46565416666667 21.9019380347223 115.804139899249 650.918487072098
