### BSdriftNOW_n120_M10000_v0.5_mu0_S010_std0.1_tmax1
i t1 x1 t2 x2 t3 x3
1 0.1 9.526 0.5 9.60833333333333 1 9.8
2 0.1 10.1843333333333 0.5 9.54166666666667 1 9.39166666666667
3 0.1 9.926 0.5 9.91666666666667 1 9.25
4 0.1 9.83433333333333 0.5 9.48333333333333 1 9.99166666666667
5 0.1 9.74266666666667 0.5 11.1166666666667 1 10.6666666666667
6 0.1 9.634333333333329 0.5 9.50833333333333 1 9.58333333333333
7 0.1 9.517666666666669 0.5 9.525 1 9.85
8 0.1 10.742666666666699 0.5 11.725 1 11.0666666666667
9 0.1 10.642666666666699 0.5 10.4916666666667 1 9.775
10 0.1 10.2343333333333 0.5 10.0333333333333 1 9.4
11 0.1 9.70933333333333 0.5 9.53333333333333 1 9.275
12 0.1 10.176 0.5 10.1666666666667 1 10.9666666666667
13 0.1 9.725999999999999 0.5 10.5666666666667 1 8.76666666666667
14 0.1 9.80933333333333 0.5 10.3333333333333 1 10.2
15 0.1 9.659333333333329 0.5 10.75 1 9.39166666666667
16 0.1 10.5426666666667 0.5 11.0833333333333 1 10.9833333333333
17 0.1 9.876 0.5 10.6083333333333 1 11
18 0.1 10.001 0.5 10.475 1 9.93333333333333
19 0.1 10.225999999999999 0.5 10.7583333333333 1 11.5333333333333
20 0.1 10.242666666666699 0.5 10.9666666666667 1 10.925
21 0.1 9.267666666666669 0.5 8.875 1 8.51666666666667
22 0.1 9.68433333333333 0.5 10.25 1 10.025
23 0.1 10.225999999999999 0.5 10.4416666666667 1 10.75
24 0.1 9.600999999999999 0.5 9.26666666666667 1 9.325
25 0.1 9.46766666666667 0.5 8.76666666666667 1 8.38333333333333
26 0.1 10.0093333333333 0.5 10.4083333333333 1 8.59166666666667
27 0.1 10.142666666666699 0.5 10.1166666666667 1 9.25833333333333
28 0.1 10.225999999999999 0.5 10.3333333333333 1 10.1666666666667
29 0.1 9.792666666666669 0.5 9.55833333333333 1 10.675
30 0.1 10.4593333333333 0.5 9.39166666666667 1 9.11666666666667
31 0.1 10.1843333333333 0.5 10.925 1 12.0666666666667
32 0.1 9.71766666666667 0.5 9.93333333333333 1 10.075
33 0.1 10.225999999999999 0.5 10.6083333333333 1 11.1916666666667
34 0.1 10.450999999999999 0.5 10.475 1 10.6333333333333
35 0.1 10.2093333333333 0.5 10.3083333333333 1 10.3583333333333
36 0.1 9.70933333333333 0.5 9.53333333333333 1 10.1083333333333
37 0.1 10.100999999999999 0.5 9.31666666666667 1 9.41666666666667
38 0.1 10.526 0.5 9.70833333333333 1 9.71666666666667
39 0.1 9.267666666666669 0.5 9.4 1 9.23333333333333
40 0.1 9.80933333333333 0.5 8.98333333333333 1 9.25833333333333
41 0.1 10.401 0.5 10.6083333333333 1 11.5833333333333
42 0.1 9.801 0.5 9.48333333333333 1 9.38333333333333
43 0.1 10.401 0.5 10.7333333333333 1 10.7166666666667
44 0.1 9.825999999999999 0.5 9.625 1 9.30833333333333
45 0.1 10.151 0.5 9.875 1 9.25833333333333
46 0.1 9.68433333333333 0.5 10.3166666666667 1 10.7083333333333
47 0.1 10.4593333333333 0.5 10.8416666666667 1 10.3833333333333
48 0.1 9.901 0.5 8.74166666666667 1 9.90833333333333
49 0.1 9.21766666666667 0.5 8.99166666666667 1 8.30833333333333
