### MJD_prego1_n120_M10000_v0.5_mu10_mu2-0.005_lambda3_S010_std10.1_std20.1_tmax1
i t1 x1 t2 x2 t3 x3
1 0.1 10.0083333333333 0.5 9.65 1 9.625
2 0.1 9.925 0.5 8.79166666666667 1 6.24166666666667
3 0.1 11.8416666666667 0.5 10.725 1 9.15
4 0.1 10.3166666666667 0.5 8.63333333333333 1 9.19166666666667
5 0.1 8.86666666666667 0.5 9.21666666666667 1 9.05833333333333
6 0.1 10.45 0.5 11.0166666666667 1 10.5833333333333
7 0.1 10.3 0.5 8.975 1 9.29166666666667
8 0.1 9.7 0.5 11.1666666666667 1 8.125
9 0.1 10.5083333333333 0.5 10.7416666666667 1 9.06666666666667
10 0.1 9.66666666666667 0.5 10.3 1 11.0583333333333
11 0.1 10.2083333333333 0.5 9.54166666666667 1 9.18333333333333
12 0.1 10.525 0.5 15.05 1 17.7583333333333
13 0.1 9.15 0.5 8.96666666666667 1 9.69166666666667
14 0.1 10.0916666666667 0.5 11.2083333333333 1 11.6416666666667
15 0.1 9.275 0.5 9.26666666666667 1 9.90833333333333
16 0.1 9.66666666666667 0.5 9.9 1 10.075
17 0.1 9.45 0.5 7.86666666666667 1 10.175
18 0.1 10.0833333333333 0.5 9.61666666666667 1 10.6083333333333
19 0.1 11.9166666666667 0.5 12.3833333333333 1 13.6416666666667
20 0.1 10.025 0.5 10.1416666666667 1 11.1916666666667
21 0.1 12.0416666666667 0.5 12.5916666666667 1 11.2
22 0.1 10.1083333333333 0.5 8.25833333333333 1 8.56666666666667
23 0.1 10.1166666666667 0.5 6.56666666666667 1 6.15833333333333
24 0.1 10.0166666666667 0.5 9.95 1 10.8083333333333
25 0.1 10.35 0.5 8.96666666666667 1 7.06666666666667
26 0.1 10.1083333333333 0.5 8.68333333333333 1 8.475
27 0.1 9.06666666666667 0.5 9.24166666666667 1 8.075
28 0.1 9.53333333333333 0.5 8.475 1 6.75
29 0.1 10.2666666666667 0.5 9.56666666666667 1 9.10833333333333
30 0.1 8.325 0.5 8.74166666666667 1 8.825
31 0.1 9.65833333333333 0.5 10.6333333333333 1 9.21666666666667
32 0.1 9.98333333333333 0.5 9.40833333333333 1 8.525
33 0.1 11 0.5 11.4 1 11.3083333333333
34 0.1 10.475 0.5 9.16666666666667 1 9.88333333333333
35 0.1 10.025 0.5 7.59166666666667 1 7.56666666666667
36 0.1 10.2166666666667 0.5 9.475 1 9.39166666666667
37 0.1 9.675 0.5 9.13333333333333 1 6.31666666666667
38 0.1 9.26666666666667 0.5 9.20833333333333 1 10.3166666666667
39 0.1 10.025 0.5 12.4833333333333 1 10.0833333333333
40 0.1 10.3416666666667 0.5 10.3083333333333 1 9.475
41 0.1 10.4666666666667 0.5 10.1833333333333 1 9.99166666666667
42 0.1 10.4583333333333 0.5 8.025 1 7.625
43 0.1 10.15 0.5 10.65 1 8.9
44 0.1 9.53333333333333 0.5 8.80833333333333 1 7.20833333333333
45 0.1 9.50833333333333 0.5 10.6416666666667 1 10.775
46 0.1 8.875 0.5 8.9 1 7.51666666666667
47 0.1 10.275 0.5 9.85 1 8.75833333333333
48 0.1 9.69166666666667 0.5 11.7833333333333 1 13.0333333333333
49 0.1 10.1333333333333 0.5 9.2 1 9
50 0.1 8.61666666666667 0.5 6.69166666666667 1 6.25833333333333
51 0.1 9.48333333333333 0.5 8.675 1 9.45833333333333
52 0.1 9.85833333333333 0.5 9.775 1 8.65833333333333
53 0.1 9.8 0.5 9.56666666666667 1 9.55833333333333
54 0.1 9.84166666666667 0.5 9.53333333333333 1 9.875
55 0.1 9.00833333333333 0.5 8.80833333333333 1 9.03333333333333
56 0.1 9.925 0.5 9.925 1 9.94166666666667
57 0.1 9.96666666666667 0.5 8.58333333333333 1 6.36666666666667
58 0.1 9.98333333333333 0.5 10.1833333333333 1 10.4666666666667
59 0.1 9.96666666666667 0.5 7.95833333333333 1 6.99166666666667
60 0.1 9.76666666666667 0.5 9.525 1 11.5083333333333
61 0.1 10.3166666666667 0.5 9.71666666666667 1 8.71666666666667
62 0.1 10.1083333333333 0.5 10.9916666666667 1 10.0583333333333
63 0.1 10.0583333333333 0.5 10.275 1 9.84166666666667
64 0.1 9.66666666666667 0.5 8.69166666666667 1 7.63333333333333
65 0.1 9.75 0.5 15.1083333333333 1 16.5916666666667
66 0.1 9.98333333333333 0.5 8.88333333333333 1 9.35
67 0.1 9.91666666666667 0.5 9.89166666666667 1 8.26666666666667
68 0.1 10.3916666666667 0.5 10.3583333333333 1 9.85
69 0.1 8.18333333333333 0.5 6.325 1 4.80833333333333
70 0.1 10.4083333333333 0.5 10.7583333333333 1 11.975
71 0.1 9.825 0.5 9.51666666666667 1 12.7916666666667
72 0.1 9.88333333333333 0.5 8.86666666666667 1 7.53333333333333
73 0.1 9.54166666666667 0.5 10.4 1 9.51666666666667
74 0.1 9.45833333333333 0.5 10.45 1 12.125
75 0.1 9.63333333333333 0.5 9.25 1 9.85833333333333
76 0.1 10.0583333333333 0.5 9.05 1 8.64166666666667
77 0.1 9.7 0.5 6.30833333333333 1 8.65
78 0.1 10.3916666666667 0.5 13.6416666666667 1 14.575
79 0.1 10.3666666666667 0.5 8.46666666666667 1 9.16666666666667
80 0.1 8.28333333333333 0.5 7.89166666666667 1 7.60833333333333
81 0.1 10.4916666666667 0.5 9.74166666666667 1 6.05
82 0.1 10.2166666666667 0.5 11.4583333333333 1 10.8833333333333
83 0.1 10.8083333333333 0.5 13.7833333333333 1 11.6416666666667
84 0.1 9.00833333333333 0.5 9.35833333333333 1 8.9
85 0.1 9.875 0.5 9.55 1 8.71666666666667
86 0.1 10.05 0.5 9.65 1 7.81666666666667
87 0.1 10.3 0.5 8.54166666666667 1 7.8
88 0.1 9.10833333333333 0.5 10.3 1 5.24166666666667
89 0.1 9.71666666666667 0.5 9.5 1 8.39166666666667
90 0.1 10.2916666666667 0.5 9.775 1 10.3666666666667
91 0.1 9.71666666666667 0.5 7.525 1 7.28333333333333
92 0.1 9.43333333333333 0.5 9.14166666666667 1 7.16666666666667
93 0.1 9.20833333333333 0.5 7.45833333333333 1 7.94166666666667
94 0.1 10.0833333333333 0.5 8.85 1 9.11666666666667
95 0.1 10.1 0.5 10.2416666666667 1 12.4916666666667
96 0.1 9.70833333333333 0.5 10.65 1 8.00833333333333
97 0.1 9.68333333333333 0.5 8.76666666666667 1 9.08333333333333
98 0.1 9.84166666666667 0.5 8.725 1 8.36666666666667
99 0.1 9.90833333333333 0.5 9.66666666666667 1 9.275
100 0.1 9.38333333333333 0.5 9.64166666666667 1 9.96666666666667
101 0.1 10.075 0.5 8.66666666666667 1 9.60833333333333
102 0.1 10.4833333333333 0.5 10.4583333333333 1 9.125
103 0.1 10.1833333333333 0.5 9.725 1 9.675
104 0.1 10.1 0.5 10.475 1 8.70833333333333
105 0.1 9.625 0.5 9.85 1 10.1333333333333
106 0.1 10.3833333333333 0.5 10.925 1 10.8833333333333
107 0.1 10.3916666666667 0.5 12.2833333333333 1 9.95833333333333
108 0.1 10.25 0.5 11.5583333333333 1 10.5583333333333
109 0.1 10.3416666666667 0.5 9.85 1 8.88333333333333
110 0.1 9.98333333333333 0.5 8.96666666666667 1 6.96666666666667
111 0.1 9.78333333333333 0.5 9.75833333333333 1 6.65
112 0.1 9.64166666666667 0.5 9.05833333333333 1 10.5916666666667
113 0.1 10.075 0.5 10.7333333333333 1 8.24166666666667
114 0.1 10.225 0.5 10.5083333333333 1 8.025
115 0.1 9.55 0.5 10.45 1 10.3333333333333
116 0.1 8.88333333333333 0.5 8.85 1 9.21666666666667
117 0.1 9.55 0.5 10.6916666666667 1 11.6833333333333
118 0.1 9.79166666666667 0.5 9.25833333333333 1 8.95
119 0.1 11.325 0.5 9.14166666666667 1 8.91666666666667
120 0.1 9.89166666666667 0.5 10.4916666666667 1 9.51666666666667
121 0.1 9.86666666666667 0.5 11.8416666666667 1 12.2083333333333
122 0.1 10.1333333333333 0.5 9.59166666666667 1 10.1
123 0.1 10.375 0.5 9.225 1 9.65833333333333
124 0.1 9.70833333333333 0.5 10.4333333333333 1 11.3583333333333
125 0.1 9.28333333333333 0.5 9.79166666666667 1 9.95833333333333
126 0.1 8.41666666666667 0.5 9.30833333333333 1 13.1416666666667
127 0.1 10.0166666666667 0.5 11.5666666666667 1 11.3083333333333
128 0.1 10.2333333333333 0.5 9.84166666666667 1 10.5916666666667
129 0.1 9.85 0.5 10.5916666666667 1 10.2416666666667
130 0.1 10.7166666666667 0.5 10.3666666666667 1 9.61666666666667
131 0.1 10.1083333333333 0.5 10.2166666666667 1 9.66666666666667
132 0.1 9.61666666666667 0.5 9.70833333333333 1 10.5583333333333
133 0.1 10.2416666666667 0.5 10.7416666666667 1 11.65
134 0.1 10.675 0.5 8.45833333333333 1 6.86666666666667
135 0.1 9.88333333333333 0.5 9.45833333333333 1 11.1333333333333
136 0.1 13.225 0.5 12.7166666666667 1 13.7666666666667
137 0.1 9.55 0.5 17.2666666666667 1 16.5083333333333
138 0.1 9.85833333333333 0.5 8.70833333333333 1 9.21666666666667
139 0.1 10.1166666666667 0.5 10.625 1 11.775
140 0.1 9.80833333333333 0.5 9.20833333333333 1 10.6166666666667
141 0.1 9.975 0.5 10.4083333333333 1 11.3083333333333
142 0.1 10.3916666666667 0.5 10.975 1 8.04166666666667
143 0.1 9.98333333333333 0.5 12.2666666666667 1 13.8583333333333
144 0.1 10.2666666666667 0.5 9.73333333333333 1 13.9416666666667
145 0.1 8.83333333333333 0.5 8.16666666666667 1 7.075
146 0.1 10.5 0.5 10.25 1 10.675
147 0.1 9.71666666666667 0.5 9.13333333333333 1 8.625
148 0.1 10.0916666666667 0.5 8.1 1 7.81666666666667
149 0.1 9.63333333333333 0.5 9.20833333333333 1 7.60833333333333
150 0.1 9.375 0.5 10.25 1 9.625
151 0.1 9.95833333333333 0.5 11.4583333333333 1 9.24166666666667
152 0.1 9.7 0.5 9.875 1 10.375
153 0.1 10.825 0.5 11.4166666666667 1 12.8416666666667
154 0.1 10.125 0.5 9.66666666666667 1 10.175
155 0.1 9.95833333333333 0.5 9.85 1 9.13333333333333
156 0.1 8.7 0.5 10.125 1 9.50833333333333
157 0.1 9.71666666666667 0.5 10.8083333333333 1 10.65
158 0.1 9.55 0.5 6.49166666666667 1 4.625
159 0.1 9.08333333333333 0.5 8.075 1 7.99166666666667
160 0.1 9.30833333333333 0.5 9.76666666666667 1 9.84166666666667
161 0.1 9.69166666666667 0.5 8.325 1 10.9
162 0.1 10.1416666666667 0.5 10.7083333333333 1 10.0166666666667
163 0.1 9.125 0.5 8.99166666666667 1 9.075
164 0.1 9.84166666666667 0.5 12.2833333333333 1 12.7583333333333
165 0.1 10.275 0.5 12.25 1 12.7833333333333
166 0.1 9.85 0.5 10.4083333333333 1 13.9
167 0.1 10.0083333333333 0.5 10.325 1 9.11666666666667
168 0.1 9.74166666666667 0.5 11.175 1 10.9
169 0.1 9.93333333333333 0.5 10.9333333333333 1 11.525
170 0.1 9.61666666666667 0.5 9.61666666666667 1 9.33333333333333
171 0.1 9.81666666666667 0.5 7.80833333333333 1 8.775
172 0.1 10.7916666666667 0.5 11.25 1 14.1
