### BSdrift_n40_M10000_v0.5_mu-0.8_S010_std0.1_tmax1
i t x x2 x3 x4
1 0.1 9.23389249999999 85.3484200624981 789.645376732841 7312.98539257746
2 0.5 6.70422249999998 45.1683684375005 305.810869464069 2080.65097798465
3 1 4.49220500000001 20.3778643749998 93.3441139062505 431.75559426601
