### BSdriftNOW_n120_M10000_v0.5_mu-0.8_S010_std0.1_tmax1
i t x x2 x3 x4
1 0.1 9.22721416666667 85.2258291041647 787.955398792655 7292.25061845711
2 0.5 6.702415 45.1463491805561 305.618255872226 2079.24977130595
3 1 4.49429833333332 20.4006441666666 93.5299890359957 433.102729746236
