### Donsken_statNOW_n120_M10000_mean0_S050
i t x x2 x3 x4
1 0.1 50.0028283333332 2500.38359358337 125036.327367019 6252925.7671818
2 0.5 49.9964416666665 2500.15619441669 125050.116269597 6255901.94614744
3 1 50.0019666666669 2501.2059907778 125166.143007423 6266125.08616006
