### Donsken_stat_n120_M10000_mean5_S050
i t x x2 x3 x4
1 0.1 50.4983733333334 2550.1837628889 128790.034768127 6504437.41344448
2 0.5 52.4942116666666 2756.14560624998 144734.532056817 7601886.34201504
3 1 54.9909866666667 3025.00739205553 166457.999129684 9162755.18925668
