### Donsken_stat_n40_M10000_mean0_S050
i t x x2 x3 x4
1 0.1 50.0028350000008 2500.38230675002 125036.084673765 6252899.86283983
2 0.5 50.0038900000005 2500.88653550005 125103.805399675 6259408.7821521
3 1 49.9985050000004 2500.85058075001 125138.757061488 6264248.13009435
