### Donsken_stat_n40_M10000_mean5_S050
i t x x2 x3 x4
1 0.1 50.4996150000005 2550.30787225007 128799.337556659 6505057.16219721
2 0.5 52.5000149999995 2756.73816524996 144779.886190615 7604970.27708116
3 1 55.0128300000006 3027.38374799994 166651.914934278 9176822.41976092
